ERR10671864-Aligned.out.sorted.bam ERR10671865-Aligned.out.sorted.bam ERR10671866-Aligned.out.sorted.bam ERR10671867-Aligned.out.sorted.bam SRR7405885-Aligned.out.sorted.bam
PP4_RS07230 65 76 83 0 33
PP4_RS07235 41 35 35 0 40
PP4_RS07240 152 152 142 0 134
PP4_RS07245 101 115 104 0 34
PP4_RS07250 8 8 12 0 5
PP4_RS07255 41 41 32 0 32
PP4_RS07260 8 13 8 0 12
PP4_RS07265 29 12 24 0 15
PP4_RS07270 21 17 16 0 7
PP4_RS07275 261 276 269 0 580
PP4_RS07280 491 501 489 0 595
PP4_RS07285 381 373 373 0 335
PP4_RS07290 412 430 406 0 251
PP4_RS07295 368 416 423 0 75
PP4_RS07300 462 455 479 0 52
PP4_RS07305 676 623 603 0 112
PP4_RS07310 265 228 220 0 115
PP4_RS07315 61 48 56 0 7
PP4_RS07320 57 43 59 0 21
PP4_RS07325 118 120 96 0 84
PP4_RS07330 49 41 57 0 25
PP4_RS07335 166 203 173 0 114
PP4_RS07340 7 10 16 0 9
PP4_RS07345 0 0 0 0 1
PP4_RS07350 0 0 0 0 0
PP4_RS07355 33 43 34 0 48
PP4_RS07360 9 12 12 0 40
PP4_RS07365 46 47 36 0 78
PP4_RS07370 112 115 97 0 196
PP4_RS07375 6 2 3 0 1
PP4_RS07380 34 32 31 0 18
PP4_RS07385 219 201 204 0 234
PP4_RS07390 84 74 105 0 75
PP4_RS07395 30 31 25 0 25
PP4_RS07400 37 35 26 0 35
PP4_RS07405 43 47 54 0 45
PP4_RS07410 2 5 4 0 21
PP4_RS07415 22 38 28 0 21
PP4_RS07420 8 5 7 0 0
PP4_RS07425 51 66 49 0 65
PP4_RS07430 15 17 24 0 34
PP4_RS07435 28 41 27 0 20
PP4_RS07440 4 1 0 0 2
PP4_RS07445 15 20 19 0 44
PP4_RS07450 2 4 1 0 1
PP4_RS07455 15 7 18 0 6
PP4_RS07460 43 38 39 0 27
PP4_RS07465 0 0 0 0 0
PP4_RS07470 194 236 232 0 435
PP4_RS07475 55 54 51 0 39
PP4_RS07480 6 12 12 0 17
PP4_RS07485 9 18 14 0 29
PP4_RS07490 11 20 10 0 27
PP4_RS07495 160 169 177 0 282
PP4_RS07500 127 128 123 0 339
PP4_RS07505 59 57 39 0 1302
PP4_RS07510 2 14 8 0 4
PP4_RS07515 178 184 219 0 181
PP4_RS07520 15 15 22 0 16
PP4_RS07525 0 0 0 0 0
PP4_RS07530 0 2 0 0 3
PP4_RS07535 42 39 42 0 44
PP4_RS07540 7 8 10 0 18
PP4_RS07545 18 17 16 0 34
PP4_RS07550 45 38 40 0 128
PP4_RS07555 7 4 7 0 71
PP4_RS07560 12 12 18 0 120
PP4_RS07565 34 36 57 0 396
PP4_RS07570 40 41 53 0 367
PP4_RS07575 24 19 29 0 70
PP4_RS07580 354 370 337 0 661
PP4_RS07585 179 174 174 0 237
PP4_RS07590 190 176 175 0 297
PP4_RS07595 67 59 69 0 245
PP4_RS07600 326 281 317 0 528
PP4_RS07605 412 419 382 0 427
PP4_RS07610 83 87 58 0 230
PP4_RS07615 324 377 326 0 632
PP4_RS07620 438 451 453 0 552
PP4_RS07625 268 294 241 0 280
PP4_RS07630 0 0 0 0 0
PP4_RS07635 0 0 0 0 0
PP4_RS07640 0 0 0 0 0
PP4_RS07645 8 4 15 0 8
PP4_RS07650 10 10 3 0 4
PP4_RS07655 12 3 6 0 6
PP4_RS07660 21 22 19 0 45
PP4_RS07665 54 42 53 0 43
PP4_RS07670 285 317 276 0 405
PP4_RS07675 488 590 515 0 273
PP4_RS07680 29 25 33 0 56
PP4_RS07685 188 170 180 0 279
PP4_RS07690 1046 1124 1120 0 899
PP4_RS07695 518 516 568 0 158
PP4_RS07700 5 10 9 0 32
PP4_RS07705 8 5 5 0 1
PP4_RS07710 76 78 59 0 98
PP4_RS07715 59 46 59 0 94
PP4_RS07720 580 540 545 0 570
PP4_RS07725 685 740 719 0 650
PP4_RS07730 39 54 45 0 28
PP4_RS07735 219 259 231 0 421
PP4_RS07740 884 888 896 0 1887
PP4_RS07745 917 871 857 0 53
PP4_RS07750 78 75 94 0 2
PP4_RS07755 757 734 734 0 74
PP4_RS07760 2152 2167 2203 0 467
PP4_RS07765 351 334 341 0 104
PP4_RS07770 286 268 277 0 84
PP4_RS07775 129 108 121 0 218
PP4_RS07780 47 32 32 0 14
PP4_RS07785 238 243 242 0 0
PP4_RS07790 514 499 460 0 11
PP4_RS07795 3594 3589 3635 0 80
PP4_RS07800 73 68 74 0 99
PP4_RS07805 12 26 20 0 32
PP4_RS07810 33 19 24 0 35
PP4_RS07815 157 135 144 0 362
PP4_RS07820 23 21 18 0 36
PP4_RS07825 22 29 34 0 86
PP4_RS07830 42 39 36 0 23
PP4_RS07835 41 48 65 0 58
PP4_RS07840 6 3 3 0 8
PP4_RS07845 21 12 14 0 41
PP4_RS07850 46 44 39 0 111
PP4_RS07855 89 79 73 0 95
PP4_RS07860 488 460 497 0 9
PP4_RS07865 0 0 0 0 0
PP4_RS07870 0 0 0 0 0
PP4_RS07875 0 0 0 0 0
PP4_RS07880 0 0 1 0 0
PP4_RS07885 0 0 1 0 0
PP4_RS07890 0 0 0 0 0
PP4_RS07895 0 0 0 0 0
PP4_RS07900 10 10 10 0 0
PP4_RS07905 3 0 2 0 0
PP4_RS07910 2 1 1 0 0
PP4_RS07915 66 59 55 0 120
PP4_RS07920 37 37 32 0 74
PP4_RS07925 1465 1394 1493 0 357
PP4_RS07930 1065 1016 1108 0 463
PP4_RS07935 1048 1055 1042 0 435
PP4_RS07940 36 28 29 0 6
PP4_RS07945 49 52 52 0 37
PP4_RS07950 59 59 66 0 20
PP4_RS07955 154 155 157 0 88
PP4_RS07960 9 5 6 0 1
PP4_RS07965 87 76 96 0 61
PP4_RS07970 86 85 72 0 29
PP4_RS07975 6207 6147 6220 0 3355
PP4_RS07980 1602 1622 1640 0 1506
PP4_RS07985 401 410 414 0 324
PP4_RS07990 3067 3197 3110 0 4646
PP4_RS07995 1943 1894 1855 0 2620
PP4_RS08000 6941 7154 6979 0 12601
PP4_RS08005 1863 2004 1945 0 3695
PP4_RS08010 5944 6123 5969 0 5190
PP4_RS08015 5919 5972 6032 0 2715
PP4_RS08020 4163 4114 4152 0 2685
PP4_RS08025 206 203 203 0 213
PP4_RS08030 13 16 13 0 24
PP4_RS08035 1281 1307 1215 0 1541
PP4_RS08040 5 5 9 0 0
PP4_RS08045 3 4 8 0 3
PP4_RS08050 1818 1863 1831 0 5716
PP4_RS08055 131 148 145 0 130
PP4_RS08060 3 22 9 0 7
PP4_RS08065 5 4 5 0 3
PP4_RS08070 2301 2323 2346 0 2395
PP4_RS08075 915 899 914 0 1346
PP4_RS08080 64 76 71 0 83
PP4_RS08085 9 12 9 0 3
PP4_RS08090 230 202 183 0 167
PP4_RS08095 363 373 368 0 304
PP4_RS08100 67 66 68 0 44
PP4_RS08105 7 15 18 0 3
PP4_RS08110 0 0 1 0 0
PP4_RS08115 28 32 42 0 1
PP4_RS08120 81 89 85 0 31
PP4_RS08125 85 98 77 0 119
PP4_RS08130 53 46 60 0 210
PP4_RS08135 0 0 0 0 0
PP4_RS08140 12 15 11 0 28
PP4_RS08145 6 8 8 0 7
PP4_RS08150 0 0 0 0 0
PP4_RS08155 32 30 35 0 21
PP4_RS08160 28 22 27 0 10
PP4_RS08165 46 35 56 0 74
PP4_RS08170 9 1 5 0 0
PP4_RS08175 49 44 68 0 148
PP4_RS08180 55 38 46 0 68
PP4_RS08185 69 64 54 0 135
PP4_RS08190 0 0 0 0 0
PP4_RS08195 162 159 158 0 375
PP4_RS08200 45 47 54 0 109
PP4_RS08205 47 54 58 0 187
PP4_RS08210 130 148 132 0 254
PP4_RS08215 81 77 74 0 168
PP4_RS08220 159 129 155 0 448
PP4_RS08225 86 96 99 0 64
PP4_RS08230 124 125 125 0 265
PP4_RS08235 161 182 165 0 246
PP4_RS08240 124 104 104 0 174
PP4_RS08245 165 142 134 0 290
PP4_RS08250 53 34 35 0 101
PP4_RS08255 494 500 503 0 866
PP4_RS08260 88 96 77 0 195
PP4_RS08265 0 1 2 0 0
PP4_RS08270 0 0 0 0 0
PP4_RS08275 5 7 4 0 10
PP4_RS08280 79 82 55 0 166
PP4_RS08285 10 15 21 0 50
PP4_RS08290 524 509 491 0 835
PP4_RS08295 595 595 593 0 1353
PP4_RS08300 756 641 706 0 2016
PP4_RS08305 43 38 51 0 79
PP4_RS08310 75 86 77 0 326
PP4_RS08315 182 204 178 0 490
PP4_RS08320 377 417 369 0 1052
PP4_RS08325 1151 1203 1189 0 4169
PP4_RS08330 719 686 655 0 2847
PP4_RS08335 232 221 225 0 619
PP4_RS08340 930 1008 959 0 3262
PP4_RS08345 671 662 638 0 3779
PP4_RS08350 229 202 233 0 572
PP4_RS08355 40 25 25 0 196
PP4_RS08360 5169 5285 5223 0 1945
PP4_RS08365 108 119 115 0 86
PP4_RS08370 22 21 14 0 74
PP4_RS08375 40 37 35 0 12
PP4_RS08380 715 785 749 0 801
PP4_RS08385 56 47 50 0 45
PP4_RS08390 109 130 117 0 33
PP4_RS08395 318 307 321 0 10
PP4_RS08400 44 18 33 0 51
PP4_RS08405 372 369 376 0 16
PP4_RS08410 103 119 94 0 13
PP4_RS08415 38 57 37 0 73
PP4_RS08420 0 0 0 0 0
PP4_RS08425 49 28 37 0 7
PP4_RS08430 1 1 0 0 0
PP4_RS08435 8 9 7 0 0
PP4_RS08440 0 1 1 0 0
PP4_RS08445 185 158 176 0 274
PP4_RS08450 184 177 172 0 335
PP4_RS08455 76 62 80 0 235
PP4_RS08460 4 9 3 0 1
PP4_RS08465 0 0 0 0 0
PP4_RS08470 0 0 0 0 0
PP4_RS08475 0 0 0 0 0
PP4_RS08480 0 0 0 0 0
PP4_RS08485 0 0 0 0 0
PP4_RS08490 0 0 0 0 0
PP4_RS08495 0 0 0 0 0
PP4_RS08500 0 0 1 0 0
PP4_RS08505 0 0 1 0 0
PP4_RS08510 0 0 0 0 0
PP4_RS08515 0 0 0 0 0
PP4_RS08520 0 0 0 0 0
PP4_RS08525 0 0 0 0 0
PP4_RS08530 0 0 0 0 0
PP4_RS08535 0 0 0 0 0
PP4_RS08540 0 0 0 0 0
PP4_RS08545 1 0 0 0 0
PP4_RS08555 41 23 23 0 28
PP4_RS08560 0 0 0 0 0
PP4_RS08565 0 0 0 0 0
PP4_RS08570 0 0 0 0 0
PP4_RS08575 0 0 0 0 0
PP4_RS08580 0 0 0 0 0
PP4_RS08585 0 0 0 0 0
PP4_RS08590 0 0 0 0 0
PP4_RS08595 0 0 0 0 0
PP4_RS08600 15 16 14 0 19
PP4_RS08605 1 0 0 0 28
PP4_RS08610 0 0 0 0 0
PP4_RS08615 11 9 14 0 6
PP4_RS08620 1000 1015 1017 0 30
PP4_RS08625 338 329 342 0 14
PP4_RS08630 1614 1638 1680 0 58
PP4_RS08635 2757 2728 2698 0 94
PP4_RS08640 397 343 395 0 33
PP4_RS08645 0 0 1 0 0
PP4_RS08650 0 0 0 0 0
PP4_RS08655 531 521 543 0 290
PP4_RS08660 424 415 431 0 184
PP4_RS08665 829 878 931 0 863
PP4_RS08670 28 24 24 0 49
PP4_RS08675 76 60 66 0 187
PP4_RS08680 442 452 473 0 665
PP4_RS08685 49 70 69 0 71
PP4_RS08690 185 199 185 0 452
PP4_RS08695 159 164 140 0 229
PP4_RS08700 133 159 110 0 79
PP4_RS08705 690 684 681 0 1692
PP4_RS08710 188 192 213 0 563
PP4_RS08715 265 271 262 0 470
PP4_RS08720 170 149 131 0 156
PP4_RS08725 0 0 0 0 0
PP4_RS08730 170 166 123 0 103
PP4_RS08735 2756 2725 2521 0 754
PP4_RS08740 1426 1344 1359 0 680
PP4_RS08745 3618 3699 3531 0 2762
PP4_RS08750 1391 1397 1433 0 612
PP4_RS08755 1045 1050 1106 0 212
PP4_RS08760 0 1 0 0 0
PP4_RS08765 28 39 43 0 0
PP4_RS08770 0 0 0 0 0
PP4_RS08775 74 49 58 0 268
PP4_RS08780 0 0 0 0 0
PP4_RS08785 31 27 24 0 39
PP4_RS08790 226 242 262 0 164
PP4_RS08795 110 90 82 0 32
PP4_RS08800 17 8 21 0 29
PP4_RS08805 0 0 0 0 0
PP4_RS08810 593 574 603 0 384
PP4_RS08815 8 15 15 0 25
PP4_RS08820 24 21 23 0 55
PP4_RS08825 37 51 34 0 48
PP4_RS08830 119 114 123 0 323
PP4_RS08835 455 475 430 0 1640
PP4_RS08840 54 45 56 0 95
PP4_RS08845 264 278 250 0 656
PP4_RS08850 21 10 15 0 90
PP4_RS08855 2445 2407 2453 0 8852
PP4_RS08860 3430 3379 3295 0 3042
PP4_RS08865 1698 1712 1680 0 1078
PP4_RS08870 1027 1003 1076 0 3606
PP4_RS08875 4011 3977 3856 0 12417
PP4_RS08880 139 131 113 0 134
PP4_RS08885 249 264 240 0 372
PP4_RS08890 18 27 22 0 75
PP4_RS08895 379 371 386 0 549
PP4_RS08900 116 125 127 0 71
PP4_RS08905 156 150 184 0 296
PP4_RS08910 25 21 20 0 24
PP4_RS08915 670 694 725 0 708
PP4_RS08920 299 316 321 0 482
PP4_RS08925 52 61 78 0 64
PP4_RS08930 25 18 18 0 28
PP4_RS08935 9 9 9 0 19
PP4_RS08940 5 5 3 0 18
PP4_RS08945 10 12 8 0 5
PP4_RS08950 31 25 20 0 43
PP4_RS08955 28 27 33 0 17
PP4_RS08960 3165 3123 3206 0 8127
PP4_RS08965 8 9 11 0 5
PP4_RS08970 0 0 0 0 0
PP4_RS08975 0 0 0 0 0
PP4_RS08980 0 0 0 0 0
PP4_RS08985 56 55 38 0 66
PP4_RS08990 33 30 40 0 39
PP4_RS08995 32 32 22 0 90
PP4_RS09000 20 22 23 0 20
PP4_RS09005 0 0 0 0 0
PP4_RS09010 0 0 0 0 0
PP4_RS09015 0 0 0 0 0
PP4_RS09020 30 28 37 0 54
PP4_RS09025 27 21 14 0 47
PP4_RS09030 1 3 2 0 9
PP4_RS09035 29 31 35 0 101
PP4_RS09040 18 18 24 0 40
PP4_RS09045 11 5 11 0 12
PP4_RS09050 5 4 5 0 3
PP4_RS09055 13 8 8 0 12
PP4_RS09060 10 14 17 0 52
PP4_RS09065 18 12 8 0 26
PP4_RS09070 32 33 23 0 48
PP4_RS09075 0 0 0 0 0
PP4_RS09080 4 0 0 0 0
PP4_RS09085 3 2 5 0 3
PP4_RS09090 7 10 13 0 12
PP4_RS09095 59 70 72 0 72
PP4_RS09100 61 87 72 0 67
PP4_RS09105 14 20 16 0 563
PP4_RS09110 5 3 6 0 0
PP4_RS09115 0 0 0 0 0
PP4_RS09120 0 0 1 0 0
PP4_RS09125 8 9 6 0 3
PP4_RS09130 20 18 16 0 18
PP4_RS09135 12 15 13 0 12
PP4_RS09140 60 43 57 0 40
PP4_RS09145 1203 1197 1200 0 377
PP4_RS09150 112 136 118 0 60
PP4_RS09155 282 267 287 0 641
PP4_RS09160 52 45 44 0 97
PP4_RS09165 29 14 25 0 43
PP4_RS09170 1 1 0 0 5
PP4_RS09175 0 0 0 0 0
PP4_RS09180 0 0 0 0 0
PP4_RS09185 0 0 0 0 0
PP4_RS09190 0 0 0 0 0
PP4_RS09195 1 1 4 0 0
PP4_RS09200 0 0 0 0 0
PP4_RS09205 0 0 0 0 0
PP4_RS09210 0 0 0 0 0
PP4_RS09215 0 0 0 0 0
PP4_RS09220 0 0 0 0 0
PP4_RS09225 0 0 0 0 0
PP4_RS09240 0 0 0 0 0
PP4_RS09250 0 0 0 0 0
PP4_RS09255 0 0 0 0 0
PP4_RS09260 0 0 0 0 0
PP4_RS09270 0 0 0 0 0
PP4_RS09275 0 0 0 0 0
PP4_RS09280 0 0 0 0 0
PP4_RS09285 0 0 0 0 0
PP4_RS09290 0 0 0 0 0
PP4_RS09295 0 0 0 0 0
PP4_RS09300 0 0 0 0 0
PP4_RS09305 0 0 0 0 0
PP4_RS09310 0 0 0 0 0
PP4_RS09315 0 0 0 0 0
PP4_RS09320 0 0 0 0 0
PP4_RS09325 1 3 2 0 0
PP4_RS09330 27 18 23 0 32
PP4_RS09335 3 3 0 0 2
PP4_RS09340 3 0 1 0 4
PP4_RS09345 1 1 2 0 1
PP4_RS09350 0 0 0 0 0
PP4_RS09355 0 0 0 0 0
PP4_RS09360 13 26 20 0 0
PP4_RS09365 3752 3740 3746 0 298
PP4_RS09370 21 29 19 0 27
PP4_RS09375 47 55 46 0 42
PP4_RS09380 9 11 11 0 9
PP4_RS09385 0 0 0 0 0
PP4_RS09390 27 40 49 0 1
PP4_RS09395 13 27 20 0 1
PP4_RS09400 13 24 17 0 5
PP4_RS09405 533 557 525 0 498
PP4_RS09410 7 1 3 0 2
PP4_RS09415 8 4 9 0 11
PP4_RS09420 13 13 10 0 4
PP4_RS09425 65 75 67 0 53
PP4_RS09430 41 44 30 0 34
PP4_RS09435 72 61 62 0 67
PP4_RS09440 0 0 1 0 0
PP4_RS09445 103 74 98 0 6
PP4_RS09450 82 77 77 0 9
PP4_RS09455 923 837 860 0 1749
PP4_RS09460 307 292 267 0 179
PP4_RS09465 312 342 344 0 1005
PP4_RS09470 21 26 28 0 180
PP4_RS09475 30 35 43 0 30
PP4_RS09480 151 154 153 0 238
PP4_RS09485 24 21 30 0 44
PP4_RS09490 21 17 12 0 9
PP4_RS09495 28 26 42 0 6
PP4_RS09500 96 108 108 0 59
PP4_RS09505 23 32 36 0 16
PP4_RS09510 183 185 176 0 162
PP4_RS09515 6 4 11 0 11
PP4_RS09520 8 7 6 0 1
PP4_RS09525 133 136 124 0 289
PP4_RS09530 170 228 194 0 19
PP4_RS09535 35 36 45 0 49
PP4_RS09540 14 9 13 0 2
PP4_RS09545 0 0 0 0 0
PP4_RS09550 0 0 0 0 0
PP4_RS09555 0 0 0 0 0
PP4_RS09560 0 0 0 0 0
PP4_RS09565 0 0 0 0 0
PP4_RS09570 0 0 0 0 0
PP4_RS09575 0 0 0 0 0
PP4_RS09580 0 0 0 0 0
PP4_RS09585 0 0 0 0 0
PP4_RS09590 0 0 0 0 0
PP4_RS09595 0 0 0 0 0
PP4_RS09600 0 0 0 0 0
PP4_RS09605 0 0 0 0 0
PP4_RS09610 0 0 0 0 0
PP4_RS09615 1 0 1 0 0
PP4_RS09620 0 0 0 0 0
PP4_RS09625 0 0 0 0 0
PP4_RS09630 0 0 0 0 0
PP4_RS09635 0 0 0 0 0
PP4_RS09640 0 0 0 0 0
PP4_RS09645 0 0 0 0 0
PP4_RS09650 0 0 0 0 0
PP4_RS09655 0 0 0 0 0
PP4_RS09660 0 0 0 0 0
PP4_RS09665 0 0 0 0 0
PP4_RS09670 800 820 785 0 253
PP4_RS09675 714 709 684 0 34
PP4_RS09680 116 116 128 0 6
PP4_RS09685 56 55 45 0 6
PP4_RS09690 96 111 97 0 0
PP4_RS09695 42 57 48 0 1
PP4_RS09700 42 32 30 0 0
PP4_RS09705 105 130 110 0 8
PP4_RS09710 79 65 76 0 64
PP4_RS09715 42 42 31 0 41
PP4_RS09720 771 745 779 0 1399
PP4_RS09725 380 405 381 0 1654
PP4_RS09730 1242 1131 1191 0 1227
PP4_RS09735 3931 3985 3845 0 4742
PP4_RS09740 1323 1410 1389 0 426
PP4_RS09745 2455 2514 2534 0 2873
PP4_RS09750 223 224 203 0 343
PP4_RS09755 385 344 369 0 798
PP4_RS09760 651 644 621 0 564
PP4_RS09765 687 678 676 0 707
PP4_RS09770 200 201 219 0 48
PP4_RS09775 0 0 0 0 0
PP4_RS09780 0 0 0 0 0
PP4_RS09785 2 2 3 0 0
PP4_RS09790 2 1 3 0 2
PP4_RS09795 3 2 5 0 1
PP4_RS09800 0 0 0 0 0
PP4_RS09805 28 24 21 0 57
PP4_RS09810 0 0 0 0 0
PP4_RS09815 0 0 0 0 0
PP4_RS09820 1 0 1 0 1
PP4_RS09825 0 0 0 0 0
PP4_RS09830 5 1 2 0 0
PP4_RS09835 0 0 0 0 0
PP4_RS09840 0 0 0 0 0
PP4_RS09845 5 4 6 0 1
PP4_RS09850 0 0 0 0 0
PP4_RS09855 0 0 0 0 0
PP4_RS09860 0 0 0 0 0
PP4_RS09870 0 0 0 0 0
PP4_RS09875 0 0 0 0 0
PP4_RS09880 0 0 0 0 0
PP4_RS09885 0 0 0 0 0
PP4_RS09890 61 45 45 0 14
PP4_RS09895 0 0 0 0 0
PP4_RS09900 7 12 9 0 2
PP4_RS09905 54 55 48 0 210
PP4_RS09910 0 0 0 0 0
PP4_RS09915 0 0 0 0 0
PP4_RS09920 0 0 0 0 0
PP4_RS09925 0 0 0 0 0
PP4_RS09930 0 0 0 0 0
PP4_RS09935 0 0 0 0 0
PP4_RS09940 0 0 0 0 0
PP4_RS09945 0 0 0 0 0
PP4_RS09950 8 9 8 0 2
PP4_RS09955 0 0 0 0 0
PP4_RS09960 0 0 0 0 0
PP4_RS09970 0 0 0 0 0
PP4_RS09975 29 29 24 0 37
PP4_RS09980 0 0 0 0 0
PP4_RS09985 8 6 6 0 4
PP4_RS09990 6 7 6 0 1
PP4_RS09995 94 82 101 0 67
PP4_RS10000 2 1 1 0 0
PP4_RS10005 1 4 0 0 0
PP4_RS10010 14 13 11 0 7
PP4_RS10015 33 22 23 0 25
PP4_RS10020 67 47 64 0 35
PP4_RS10025 22 32 28 0 6
PP4_RS10030 27 34 26 0 5
PP4_RS10035 60 72 68 0 60
PP4_RS10040 87 85 81 0 117
PP4_RS10045 1 1 0 0 0
PP4_RS10050 0 0 0 0 0
PP4_RS10055 63 60 65 0 296
PP4_RS10060 16 18 14 0 22
PP4_RS10065 23 25 28 0 47
PP4_RS10070 19 17 18 0 24
PP4_RS10075 18 27 32 0 44
PP4_RS10080 45 45 41 0 95
PP4_RS10085 13 9 15 0 21
PP4_RS10090 0 0 1 0 0
PP4_RS10095 8 7 6 0 12
PP4_RS10100 9 6 6 0 3
PP4_RS10105 0 0 0 0 0
PP4_RS10110 0 0 0 0 0
PP4_RS10115 0 0 0 0 0
PP4_RS10120 0 0 1 0 0
PP4_RS10125 0 0 0 0 0
PP4_RS10130 0 0 0 0 0
PP4_RS10135 0 0 0 0 0
PP4_RS10140 0 0 0 0 0
PP4_RS10145 7 4 2 0 0
PP4_RS10150 384 364 385 0 9
PP4_RS10155 77 66 85 0 1
PP4_RS10160 83 74 65 0 1
PP4_RS10165 50 56 31 0 14
PP4_RS10170 13 5 9 0 0
PP4_RS10175 149 177 164 0 19
PP4_RS10180 115 104 99 0 6
PP4_RS10185 185 199 166 0 8
PP4_RS10190 43 45 41 0 24
PP4_RS10195 89 91 86 0 4
PP4_RS10200 42 38 43 0 0
PP4_RS10205 93 97 92 0 3
PP4_RS10210 1439 1530 1462 0 47
PP4_RS10215 17 28 17 0 1
PP4_RS10220 259 268 282 0 538
PP4_RS10230 0 0 0 0 0
PP4_RS10235 2 1 0 0 0
PP4_RS10240 5 0 3 0 0
PP4_RS10245 26 22 31 0 7
PP4_RS10250 0 0 0 0 0
PP4_RS10255 2 2 1 0 34
PP4_RS10260 0 2 2 0 1
PP4_RS10265 81 87 90 0 141
PP4_RS10270 39 38 33 0 33
PP4_RS10275 157 177 181 0 364
PP4_RS10280 1943 1951 1781 0 1897
PP4_RS10285 42 52 37 0 23
PP4_RS10290 15 25 35 0 6
PP4_RS10295 3 7 2 0 0
PP4_RS10300 640 612 635 0 750
PP4_RS10305 131 146 162 0 287
PP4_RS10310 35 41 41 0 77
PP4_RS10315 140 148 132 0 434
PP4_RS10320 27 29 23 0 55
PP4_RS10325 121 122 110 0 13
PP4_RS10330 519 559 540 0 90
PP4_RS10335 297 288 256 0 43
PP4_RS10340 81 64 79 0 44
PP4_RS10345 4 5 6 0 2
PP4_RS10350 11 14 12 0 12
PP4_RS10355 12 17 8 0 25
PP4_RS10360 3 4 3 0 0
PP4_RS10365 0 0 1 0 0
PP4_RS10370 0 0 0 0 0
PP4_RS10375 2 0 2 0 3
PP4_RS10380 1 1 3 0 0
PP4_RS10385 27 27 27 0 35
PP4_RS10390 8 10 8 0 3
PP4_RS10395 102 98 105 0 393
PP4_RS10400 0 0 0 0 0
PP4_RS10405 0 0 0 0 0
PP4_RS10410 0 0 0 0 0
PP4_RS10415 0 0 0 0 0
PP4_RS10420 0 0 0 0 0
PP4_RS10425 0 0 0 0 0
PP4_RS10430 1 3 0 0 0
PP4_RS10435 0 0 0 0 0
PP4_RS10440 183 166 185 0 79
PP4_RS10445 0 2 0 0 1
PP4_RS10450 0 0 0 0 0
PP4_RS10455 0 0 0 0 0
PP4_RS10460 0 0 0 0 0
PP4_RS10465 0 0 0 0 0
PP4_RS10470 0 0 0 0 0
PP4_RS10475 0 0 0 0 0
PP4_RS10480 0 0 0 0 0
PP4_RS10485 0 0 0 0 0
PP4_RS10490 0 0 0 0 1
PP4_RS10495 0 0 0 0 0
PP4_RS10500 0 0 0 0 3
PP4_RS10505 0 0 0 0 0
PP4_RS10510 0 0 0 0 0
PP4_RS10515 0 0 0 0 0
PP4_RS10520 0 0 0 0 0
PP4_RS10525 0 0 0 0 0
PP4_RS10530 0 0 0 0 0
PP4_RS10535 0 0 0 0 0
PP4_RS10540 14 19 15 0 193
PP4_RS10545 2 3 1 0 6
PP4_RS10550 0 0 0 0 0
PP4_RS10555 1 0 2 0 0
PP4_RS10560 0 0 0 0 0
PP4_RS10565 0 0 0 0 0
PP4_RS10570 16 13 21 0 11
PP4_RS10575 0 0 0 0 0
PP4_RS10580 69 79 64 0 46
PP4_RS10585 12 12 14 0 2
PP4_RS10590 3 6 6 0 4
PP4_RS10595 0 0 0 0 0
PP4_RS10600 3 4 2 0 0
PP4_RS10605 0 0 1 0 0
PP4_RS10610 3 0 1 0 2
PP4_RS10615 35 30 39 0 5
PP4_RS10620 51 61 62 0 38
PP4_RS10625 108 97 102 0 44
PP4_RS10630 7 6 1 0 2
PP4_RS10635 18 27 16 0 18
PP4_RS10640 7 5 6 0 9
PP4_RS10645 10 10 13 0 15
PP4_RS10650 21 29 20 0 18
PP4_RS10655 16 23 17 0 32
PP4_RS10660 9 10 6 0 10
PP4_RS10665 180 201 180 0 124
PP4_RS10670 63 84 71 0 80
PP4_RS10675 0 0 0 0 0
PP4_RS10680 151 153 176 0 150
PP4_RS10685 25 27 26 0 46
PP4_RS10690 20 31 27 0 37
PP4_RS10695 29 27 32 0 87
PP4_RS10700 0 0 0 0 0
PP4_RS10705 0 0 0 0 0
PP4_RS10710 0 0 0 0 0
PP4_RS10715 0 0 0 0 0
PP4_RS10720 0 0 0 0 0
PP4_RS10725 0 0 0 0 0
PP4_RS10730 0 0 0 0 0
PP4_RS10735 0 0 0 0 0
PP4_RS10740 0 0 0 0 0
PP4_RS10745 11 8 9 0 28
PP4_RS10750 11 2 8 0 15
PP4_RS10755 2 2 3 0 3
PP4_RS10760 0 5 3 0 1
PP4_RS10765 1 2 2 0 4
PP4_RS10770 26 25 22 0 23
PP4_RS10775 7 7 8 0 8
PP4_RS10780 30 27 31 0 73
PP4_RS10785 105 84 97 0 275
PP4_RS10790 1688 1834 1695 0 2116
PP4_RS10795 20 20 28 0 37
PP4_RS10800 7 7 6 0 8
PP4_RS10805 36 29 33 0 37
PP4_RS10810 110 81 89 0 51
PP4_RS10815 0 0 0 0 0
PP4_RS10820 0 0 0 0 0
PP4_RS10825 26 28 25 0 18
PP4_RS10830 446 467 453 0 1210
PP4_RS10835 3 2 4 0 2
PP4_RS10840 6 11 11 0 0
PP4_RS10845 0 0 0 0 0
PP4_RS10850 0 0 0 0 0
PP4_RS10855 0 0 0 0 0
PP4_RS10860 0 0 0 0 0
PP4_RS10865 0 0 0 0 0
PP4_RS10870 0 0 0 0 0
PP4_RS10875 0 0 0 0 0
