ERR10671864-Aligned.out.sorted.bam ERR10671865-Aligned.out.sorted.bam ERR10671866-Aligned.out.sorted.bam ERR10671867-Aligned.out.sorted.bam SRR7405885-Aligned.out.sorted.bam
PP4_RS22030 475 527 502 0 1794
PP4_RS22035 184 197 193 0 240
PP4_RS22040 435 432 383 0 701
PP4_RS22045 658 652 669 0 805
PP4_RS22050 12 11 13 0 23
PP4_RS22055 2 6 2 0 2
PP4_RS22060 69 69 67 0 112
PP4_RS22065 17 27 30 0 21
PP4_RS22070 716 701 699 0 484
PP4_RS22075 261 266 288 0 401
PP4_RS22080 438 453 451 0 3305
PP4_RS22085 1649 1626 1622 0 521
PP4_RS22090 184 172 174 0 20
PP4_RS22095 910 879 941 0 62
PP4_RS22100 131 136 98 0 11
PP4_RS22105 88 114 78 0 89
PP4_RS22110 58 46 55 0 48
PP4_RS22115 120 107 112 0 55
PP4_RS22120 28 33 32 0 2
PP4_RS22125 0 0 0 0 0
PP4_RS22130 14 9 10 0 50
PP4_RS22135 7 3 5 0 9
PP4_RS22140 7 6 2 0 4
PP4_RS22145 5 10 10 0 14
PP4_RS22150 187 205 178 0 278
PP4_RS22155 0 0 0 0 0
PP4_RS22160 0 0 0 0 0
PP4_RS22165 35 37 44 0 233
PP4_RS22170 5 9 7 0 9
PP4_RS22175 10 10 11 0 19
PP4_RS22180 71 54 55 0 67
PP4_RS22185 62 57 71 0 55
PP4_RS22190 3 5 0 0 0
PP4_RS22195 20 26 15 0 18
PP4_RS22200 293 316 250 0 461
PP4_RS22205 0 0 0 0 0
PP4_RS22210 42 32 24 0 55
PP4_RS22215 32 16 27 0 13
PP4_RS22220 71 71 61 0 150
PP4_RS22225 32 35 34 0 37
PP4_RS22230 217 214 225 0 60
PP4_RS22235 129 136 95 0 128
PP4_RS22245 481 526 520 0 890
PP4_RS22250 638 656 607 0 1531
PP4_RS22255 421 475 440 0 745
PP4_RS22260 742 773 765 0 1188
PP4_RS22265 459 465 460 0 693
PP4_RS22270 286 305 260 0 343
PP4_RS22275 98 116 113 0 260
PP4_RS22280 856 827 898 0 1632
PP4_RS22285 3670 3711 3622 0 1976
PP4_RS22290 44 41 33 0 276
PP4_RS22295 56 43 45 0 289
PP4_RS22300 109 102 110 0 1132
PP4_RS22305 56 29 33 0 226
PP4_RS22310 111 93 73 0 450
PP4_RS22315 235 217 240 0 2470
PP4_RS22320 568 572 550 0 8013
PP4_RS22325 178 199 193 0 3383
PP4_RS22330 139 133 163 0 76
PP4_RS22335 195 166 174 0 327
PP4_RS22340 267 258 264 0 1067
PP4_RS22345 1060 1037 1009 0 1638
PP4_RS22350 105 118 119 0 135
PP4_RS22355 516 527 541 0 550
PP4_RS22360 170 160 159 0 256
PP4_RS22365 385 415 415 0 688
PP4_RS22370 192 208 209 0 464
PP4_RS22375 0 0 1 0 1
PP4_RS22380 0 0 0 0 0
PP4_RS22385 0 0 0 0 0
PP4_RS22390 0 0 0 0 0
PP4_RS22395 14 10 16 0 59
PP4_RS22400 19 14 7 0 62
PP4_RS22405 40 31 27 0 19
PP4_RS22410 0 0 4 0 1
PP4_RS22415 27 34 31 0 184
PP4_RS22420 9 4 5 0 21
PP4_RS22425 21 15 17 0 33
PP4_RS22430 28 36 33 0 20
PP4_RS22435 380 338 332 0 331
PP4_RS22440 129 122 121 0 143
PP4_RS22445 59 55 66 0 20
PP4_RS22450 22 19 27 0 1
PP4_RS22455 1 5 9 0 0
PP4_RS22460 150 157 127 0 302
PP4_RS22465 7 4 5 0 32
PP4_RS22470 0 0 1 0 0
PP4_RS22475 66 94 72 0 879
PP4_RS22480 1429 1312 1348 0 4468
PP4_RS22485 452 414 485 0 414
PP4_RS22490 927 899 877 0 1580
PP4_RS22495 3960 3848 3887 0 8866
PP4_RS22500 1936 1949 1917 0 4242
PP4_RS22505 98 82 75 0 396
PP4_RS22510 51 57 59 0 81
PP4_RS22515 21 27 18 0 37
PP4_RS22520 10575 10716 10657 0 8729
PP4_RS22525 431 471 441 0 569
PP4_RS22530 444 521 410 0 448
PP4_RS22535 260 268 254 0 309
PP4_RS22540 83 78 75 0 235
PP4_RS22545 26 24 20 0 7
PP4_RS22550 4 3 3 0 0
PP4_RS22555 0 0 0 0 0
PP4_RS22560 0 0 0 0 0
PP4_RS22565 0 0 0 0 0
PP4_RS22570 0 0 0 0 0
PP4_RS22575 10 9 10 0 2225
PP4_RS22580 85 85 75 0 707
PP4_RS22585 14 12 10 0 8
PP4_RS22590 22 30 23 0 7
PP4_RS22595 11 8 7 0 10
PP4_RS22600 39 38 27 0 23
PP4_RS22605 5 2 2 0 0
PP4_RS22610 61 49 48 0 81
PP4_RS22615 87 78 97 0 117
PP4_RS22620 10 8 12 0 1
PP4_RS22625 39 24 28 0 3
PP4_RS22630 59 64 55 0 10
PP4_RS22635 36 27 39 0 7
PP4_RS22640 42 58 51 0 91
PP4_RS22645 558 571 573 0 377
PP4_RS22650 36 30 39 0 114
PP4_RS22655 33 20 19 0 9
PP4_RS22660 9 7 4 0 16
PP4_RS22670 187 195 176 0 312
PP4_RS22675 813 832 817 0 750
PP4_RS22680 5 11 6 0 5
PP4_RS22685 215 193 216 0 327
PP4_RS22690 236 248 273 0 2343
PP4_RS22695 20 19 11 0 0
PP4_RS22705 73 78 67 0 83
PP4_RS22710 423 418 413 0 620
PP4_RS22715 187 187 189 0 572
PP4_RS22720 1838 1751 1780 0 475
PP4_RS22725 2686 2699 2672 0 1054
PP4_RS22730 953 915 961 0 862
PP4_RS22735 27 35 31 0 49
PP4_RS22740 12 14 19 0 6
PP4_RS22745 44 43 47 0 14
PP4_RS22750 316 321 311 0 397
PP4_RS22755 14 7 17 0 2
PP4_RS22760 2 7 3 0 5
PP4_RS22765 11 12 12 0 0
PP4_RS22770 155 157 150 0 128
PP4_RS22775 18 20 15 0 193
PP4_RS22780 20 21 14 0 10
PP4_RS22785 379 354 356 0 845
PP4_RS22790 27 19 30 0 38
PP4_RS22795 2505 2466 2544 0 8433
PP4_RS22800 134 143 115 0 144
PP4_RS22805 34 30 27 0 1
PP4_RS22810 6 4 2 0 5
PP4_RS22815 98 104 117 0 231
PP4_RS22820 230 221 191 0 265
PP4_RS22825 149 152 129 0 223
PP4_RS22830 169 156 178 0 114
PP4_RS22835 278 276 290 0 300
PP4_RS22840 435 432 428 0 712
PP4_RS22845 228 253 230 0 678
PP4_RS22850 2 1 6 0 0
PP4_RS22855 74 75 87 0 343
PP4_RS22860 0 0 0 0 0
PP4_RS22865 235 211 187 0 34
PP4_RS22870 7 4 7 0 13
PP4_RS22875 43 38 46 0 16
PP4_RS22880 32 27 15 0 11
PP4_RS22885 116 127 112 0 67
PP4_RS22890 83 68 70 0 375
PP4_RS22895 211 188 220 0 576
PP4_RS22900 27 17 29 0 35
PP4_RS22905 539 485 505 0 292
PP4_RS22910 23 14 24 0 4
PP4_RS22915 922 985 1027 0 1964
PP4_RS22920 1471 1532 1507 0 278
PP4_RS22925 107 89 105 0 126
PP4_RS22930 385 424 392 0 491
PP4_RS22935 8 8 6 0 17
PP4_RS22940 4 9 6 0 8
PP4_RS22945 6 11 11 0 5
PP4_RS22950 19 19 22 0 75
PP4_RS22955 25 19 25 0 15
PP4_RS22960 21 9 19 0 8
PP4_RS22965 226 244 233 0 142
PP4_RS22970 237 222 233 0 118
PP4_RS22975 100 93 95 0 0
PP4_RS22980 177 153 157 0 29
PP4_RS22985 247 222 222 0 16
PP4_RS22990 0 0 0 0 0
PP4_RS22995 66 65 58 0 41
PP4_RS23000 5 9 4 0 3
PP4_RS23005 10 8 14 0 45
PP4_RS23010 15 9 14 0 0
PP4_RS23015 2 2 2 0 0
PP4_RS23020 1 2 2 0 2
PP4_RS23025 28 24 24 0 28
PP4_RS23030 20 24 21 0 6
PP4_RS23035 3 0 1 0 2
PP4_RS23040 4 2 4 0 0
PP4_RS23045 8 10 16 0 20
PP4_RS23050 1 1 1 0 0
PP4_RS23055 44 44 38 0 23
PP4_RS23060 16 23 22 0 107
PP4_RS23065 91 95 92 0 216
PP4_RS23070 32 32 26 0 51
PP4_RS23075 240 219 219 0 287
PP4_RS23080 60 67 71 0 48
PP4_RS23085 236 244 271 0 825
PP4_RS23090 488 503 453 0 440
PP4_RS23095 1078 1027 1066 0 478
PP4_RS23100 2360 2301 2351 0 1050
PP4_RS23105 250 268 285 0 431
PP4_RS23110 40 43 36 0 80
PP4_RS23115 542 490 515 0 64
PP4_RS23120 474 454 466 0 386
PP4_RS23125 65 71 58 0 195
PP4_RS23130 64 56 74 0 164
PP4_RS23135 80 57 66 0 134
PP4_RS23140 545 569 539 0 718
PP4_RS23150 21013 20576 20615 0 11335
PP4_RS23155 136 140 121 0 419
PP4_RS23160 17 31 30 0 207
PP4_RS23165 17 20 26 0 81
PP4_RS23170 104 108 99 0 172
PP4_RS23175 1930 1915 1808 0 1157
PP4_RS23180 77 119 104 0 117
PP4_RS23185 143 109 121 0 472
PP4_RS23190 998 1042 1041 0 570
PP4_RS23195 1 1 2 0 0
PP4_RS23200 10 9 8 0 2
PP4_RS23210 41 32 48 0 122
PP4_RS23215 175 174 187 0 430
PP4_RS23220 0 0 0 0 0
PP4_RS23225 0 0 0 0 0
PP4_RS23230 0 0 0 0 0
PP4_RS23235 0 0 0 0 0
PP4_RS23240 0 0 1 0 1
PP4_RS23245 0 0 0 0 0
PP4_RS23255 0 0 0 0 0
PP4_RS23260 0 0 0 0 1
PP4_RS23265 20 10 14 0 15
PP4_RS23270 66 60 77 0 156
PP4_RS23275 60 87 65 0 186
PP4_RS23280 42 34 39 0 64
PP4_RS23285 86 67 92 0 256
PP4_RS23290 36 26 44 0 24
PP4_RS23295 113 91 103 0 154
PP4_RS23300 107 84 101 0 141
PP4_RS23305 24 40 31 0 78
PP4_RS23310 658 712 641 0 481
PP4_RS23315 0 2 0 0 0
PP4_RS23320 0 0 0 0 0
PP4_RS23325 0 0 1 0 0
PP4_RS23330 2 2 7 0 0
PP4_RS23335 147 156 148 0 59
PP4_RS23340 3201 3132 3089 0 4407
PP4_RS23345 42 50 49 0 57
PP4_RS23350 323 310 298 0 430
PP4_RS23355 122 134 123 0 413
PP4_RS23360 26 15 32 0 160
PP4_RS23365 23 41 18 0 43
PP4_RS23370 4 7 5 0 33
PP4_RS23375 0 0 0 0 0
PP4_RS23380 0 0 0 0 0
PP4_RS23385 0 1 1 0 0
PP4_RS23390 1 1 0 0 1
PP4_RS23395 201 229 223 0 340
PP4_RS23400 85 77 92 0 131
PP4_RS23405 94 76 80 0 98
PP4_RS23410 827 818 830 0 1078
PP4_RS23415 135 122 131 0 298
PP4_RS23420 94 82 67 0 133
PP4_RS23425 1084 1159 1150 0 2651
PP4_RS23430 128 141 128 0 113
PP4_RS23435 22 13 22 0 20
PP4_RS23440 3 6 6 0 0
PP4_RS23445 0 0 0 0 0
PP4_RS23450 4 5 1 0 67
PP4_RS23455 0 0 0 0 0
PP4_RS23460 0 0 0 0 0
PP4_RS23465 1 1 0 0 51
PP4_RS23470 6 4 6 0 11
PP4_RS23475 34 35 26 0 291
PP4_RS23480 185 200 181 0 698
PP4_RS23485 1371 1422 1444 0 4904
PP4_RS23490 232 241 265 0 585
PP4_RS23495 1028 1018 1090 0 2876
PP4_RS23500 40 34 44 0 120
PP4_RS23505 65 68 72 0 137
PP4_RS23510 169 152 157 0 340
PP4_RS23515 108 88 110 0 13
PP4_RS23520 275 262 235 0 482
PP4_RS23525 10 9 8 0 2
PP4_RS23530 14 11 22 0 4
PP4_RS23535 27 25 22 0 7
PP4_RS23540 59 44 55 0 30
PP4_RS23545 2 4 1 0 0
PP4_RS23550 11 17 11 0 3
PP4_RS23555 44 57 46 0 41
PP4_RS23560 579 577 574 0 374
PP4_RS23565 36 29 28 0 91
PP4_RS23575 101 59 63 0 266
PP4_RS23580 463 416 448 0 700
PP4_RS23585 172 169 176 0 485
PP4_RS23590 33 38 35 0 18
PP4_RS23595 201 216 207 0 268
PP4_RS23600 107 117 123 0 38
PP4_RS23605 1175 1305 1301 0 1806
PP4_RS23610 294 292 278 0 566
PP4_RS23615 39 43 37 0 61
PP4_RS23620 419 406 384 0 864
PP4_RS23625 19 18 18 0 11
PP4_RS23630 3 3 2 0 1
PP4_RS23635 31 28 33 0 201
PP4_RS23640 0 0 0 0 0
PP4_RS23645 2333 2556 2331 0 1909
PP4_RS23650 1623 1724 1628 0 3996
PP4_RS23655 586 593 606 0 313
PP4_RS23660 59 68 64 0 75
PP4_RS23665 1555 1516 1472 0 1662
PP4_RS23670 1686 1636 1615 0 835
PP4_RS23675 273 327 260 0 165
PP4_RS23680 129 117 150 0 23
PP4_RS23685 78 72 78 0 10
PP4_RS23690 1576 1500 1464 0 220
PP4_RS23695 845 843 826 0 1290
PP4_RS23700 317 329 356 0 675
PP4_RS23705 141 132 123 0 285
PP4_RS23710 2301 2336 2255 0 4615
PP4_RS23715 132 118 103 0 211
PP4_RS23720 208 218 217 0 273
PP4_RS23725 82 65 67 0 25
PP4_RS23730 232 210 218 0 15
PP4_RS23735 2021 1988 2019 0 1472
PP4_RS23740 1071 1034 1095 0 835
PP4_RS23745 151 159 109 0 471
PP4_RS23750 342 375 361 0 1375
PP4_RS23755 2695 2806 2669 0 13579
PP4_RS23760 281 267 261 0 1388
PP4_RS23765 35 33 30 0 163
PP4_RS23770 874 850 908 0 2470
PP4_RS23775 519 545 607 0 650
PP4_RS23780 39 55 68 0 80
PP4_RS23785 556 568 567 0 1038
PP4_RS23790 160 147 153 0 139
PP4_RS23795 183 211 186 0 156
PP4_RS23800 32 32 36 0 238
PP4_RS23805 45 61 54 0 222
PP4_RS23810 163 133 132 0 408
PP4_RS23815 50 48 47 0 72
PP4_RS23820 5 7 5 0 0
PP4_RS23825 0 0 0 0 0
PP4_RS23830 0 1 0 0 0
PP4_RS23835 17 15 13 0 15
PP4_RS23840 50 49 48 0 99
PP4_RS23845 16 11 29 0 28
PP4_RS23850 15 8 8 0 6
PP4_RS23855 23 19 21 0 31
PP4_RS23860 49 56 38 0 38
PP4_RS23865 115 123 111 0 142
PP4_RS23870 46 30 28 0 52
PP4_RS23875 13 12 15 0 14
PP4_RS23880 0 0 0 0 0
PP4_RS23885 0 0 0 0 0
PP4_RS23890 0 0 0 0 0
PP4_RS23895 0 0 0 0 0
PP4_RS23900 32 34 29 0 44
PP4_RS23905 3 9 4 0 17
PP4_RS23910 26 30 24 0 82
PP4_RS23915 11 16 15 0 0
PP4_RS23920 300 315 265 0 281
PP4_RS23925 32 31 20 0 7
PP4_RS23930 212 234 196 0 583
PP4_RS23935 43 50 51 0 329
PP4_RS23940 6 11 6 0 408
PP4_RS23945 11 9 11 0 159
PP4_RS23950 25 34 29 0 34
PP4_RS23955 67 79 72 0 204
PP4_RS23960 14 16 12 0 5
PP4_RS23965 4 1 5 0 1
PP4_RS23970 42 42 40 0 491
PP4_RS23975 124 111 122 0 2466
PP4_RS23980 45 33 25 0 119
PP4_RS23985 0 0 0 0 0
PP4_RS23990 0 0 0 0 0
PP4_RS24000 0 0 0 0 0
PP4_RS24005 0 0 0 0 0
PP4_RS24010 0 0 0 0 0
PP4_RS24015 0 0 0 0 0
PP4_RS24020 0 0 0 0 0
PP4_RS24025 0 0 0 0 0
PP4_RS24030 0 0 0 0 0
PP4_RS24035 0 0 0 0 0
PP4_RS24040 0 0 0 0 0
PP4_RS24045 0 0 0 0 0
PP4_RS24050 0 0 0 0 0
PP4_RS24055 0 0 0 0 0
PP4_RS24060 0 0 0 0 0
PP4_RS24065 0 0 0 0 0
PP4_RS24070 0 0 0 0 0
PP4_RS24075 1 0 0 0 0
PP4_RS24085 0 0 0 0 0
PP4_RS24090 0 0 0 0 0
PP4_RS24095 0 0 0 0 0
PP4_RS24100 0 0 0 0 0
PP4_RS24105 0 0 0 0 0
PP4_RS24110 0 0 0 0 0
PP4_RS24115 0 0 0 0 0
PP4_RS24120 1 0 0 0 0
PP4_RS24125 11 19 16 0 33
PP4_RS24130 2 1 0 0 1
PP4_RS24135 0 0 0 0 0
PP4_RS24140 0 0 0 0 0
PP4_RS24145 1 0 0 0 2
PP4_RS24150 0 0 0 0 0
PP4_RS24155 0 0 0 0 0
PP4_RS24160 0 0 0 0 0
PP4_RS24165 0 0 0 0 0
PP4_RS24170 0 0 0 0 0
PP4_RS24175 0 0 0 0 0
PP4_RS24180 0 0 0 0 0
PP4_RS24185 0 0 0 0 0
PP4_RS24190 0 1 0 0 0
PP4_RS24215 0 0 0 0 0
PP4_RS24220 0 0 0 0 0
PP4_RS24225 0 1 1 0 0
PP4_RS24230 0 0 0 0 0
PP4_RS24235 0 0 0 0 0
PP4_RS24240 0 0 0 0 0
PP4_RS24245 0 1 0 0 0
PP4_RS24250 0 0 0 0 0
PP4_RS24255 0 0 0 0 0
PP4_RS24260 0 0 0 0 0
PP4_RS24265 0 0 0 0 0
PP4_RS24270 0 0 0 0 0
PP4_RS24275 0 0 0 0 0
PP4_RS24285 0 0 0 0 0
PP4_RS24290 0 0 0 0 0
PP4_RS24295 0 0 0 0 0
PP4_RS24300 0 0 1 0 1
PP4_RS24305 0 0 0 0 0
PP4_RS24310 0 0 0 0 0
PP4_RS24315 0 0 0 0 0
PP4_RS24320 0 0 0 0 0
PP4_RS24325 0 0 0 0 0
PP4_RS24330 0 0 0 0 0
PP4_RS24335 0 0 0 0 0
PP4_RS24340 0 0 0 0 0
PP4_RS24345 0 0 0 0 0
PP4_RS24350 0 0 0 0 0
PP4_RS24355 0 0 0 0 0
PP4_RS24360 0 0 0 0 0
PP4_RS24365 0 0 0 0 0
PP4_RS24370 0 0 0 0 0
PP4_RS24375 0 0 0 0 0
PP4_RS24380 0 0 0 0 0
PP4_RS24390 6 1 4 0 1
PP4_RS24395 67 72 72 0 181
PP4_RS24400 18 16 14 0 48
PP4_RS24405 15 10 16 0 58
PP4_RS24410 33 31 38 0 79
PP4_RS24415 46 35 37 0 8
PP4_RS24420 25 30 23 0 71
PP4_RS24425 313 276 275 0 433
PP4_RS24430 156 198 175 0 368
PP4_RS24435 0 0 0 0 0
PP4_RS24440 0 0 0 0 0
PP4_RS24445 40 41 47 0 294
PP4_RS24450 74 68 79 0 473
PP4_RS24455 62 45 54 0 101
PP4_RS24460 612 617 595 0 721
PP4_RS24465 263 250 226 0 607
PP4_RS24470 26 25 24 0 22
PP4_RS24475 858 851 856 0 1936
PP4_RS24480 113 110 113 0 287
PP4_RS24485 294 351 315 0 1533
PP4_RS24490 43 57 34 0 298
PP4_RS24495 12 11 16 0 72
PP4_RS24500 294 323 311 0 970
PP4_RS24505 759 786 747 0 1691
PP4_RS24510 68 52 67 0 123
PP4_RS24515 20 28 31 0 60
PP4_RS24520 4 10 1 0 28
PP4_RS24525 79 83 83 0 300
PP4_RS24530 30 28 26 0 26
PP4_RS24535 542 526 451 0 1227
PP4_RS24540 106 136 138 0 482
PP4_RS24545 77 58 65 0 30
PP4_RS24550 751 796 784 0 2368
PP4_RS24555 151 142 131 0 152
PP4_RS24560 58 69 67 0 87
PP4_RS24565 25 25 22 0 86
PP4_RS24570 126 140 127 0 270
PP4_RS24575 86 73 93 0 161
PP4_RS24580 105 105 102 0 111
PP4_RS24585 112 125 122 0 175
PP4_RS24590 374 392 395 0 369
PP4_RS24595 128 155 135 0 83
PP4_RS24600 109 117 129 0 128
PP4_RS24605 101 108 125 0 80
PP4_RS24610 75 72 89 0 85
PP4_RS24615 11 9 10 0 17
PP4_RS24620 221 231 204 0 69
PP4_RS24625 128 116 103 0 211
PP4_RS24630 30 24 10 0 27
PP4_RS24635 287 302 305 0 808
PP4_RS24640 104 108 92 0 187
PP4_RS24645 467 440 475 0 911
PP4_RS24650 354 371 383 0 665
PP4_RS24655 103 104 105 0 175
PP4_RS24660 21 19 22 0 14
PP4_RS24665 0 0 0 0 0
PP4_RS24670 0 0 0 0 0
PP4_RS24675 0 0 0 0 0
PP4_RS24680 25 22 25 0 16
PP4_RS24685 17 23 28 0 6
PP4_RS24690 18 11 10 0 30
PP4_RS24695 11 4 15 0 15
PP4_RS24700 23 22 16 0 29
PP4_RS24705 22 22 25 0 44
PP4_RS24710 6 2 6 0 7
PP4_RS24715 8 4 3 0 3
PP4_RS24720 26 27 21 0 26
PP4_RS24725 103 106 144 0 247
PP4_RS24730 174 144 163 0 780
PP4_RS24735 103 123 110 0 933
PP4_RS24740 548 547 511 0 1654
PP4_RS24745 369 332 324 0 507
PP4_RS24750 125 117 135 0 134
PP4_RS24755 16 21 15 0 106
PP4_RS24760 2 2 7 0 21
PP4_RS24765 3 5 5 0 11
PP4_RS24770 6 4 10 0 28
PP4_RS24775 14 8 16 0 9
PP4_RS24780 35 33 24 0 5
PP4_RS24785 124 130 135 0 59
PP4_RS24790 472 473 494 0 791
PP4_RS24795 91 93 97 0 106
PP4_RS24800 64 65 57 0 146
PP4_RS24805 258 261 229 0 149
PP4_RS24810 10 13 14 0 56
PP4_RS24815 13 18 21 0 11
PP4_RS24820 11 11 8 0 11
PP4_RS24825 90 66 82 0 180
PP4_RS24830 105 122 96 0 116
PP4_RS24835 62 79 61 0 132
PP4_RS24840 7 8 8 0 57
PP4_RS24845 23 29 17 0 104
PP4_RS24850 26 17 12 0 57
PP4_RS24855 299 334 312 0 181
PP4_RS24860 56 34 34 0 17
PP4_RS24865 77 72 77 0 63
PP4_RS24870 46 45 56 0 63
PP4_RS24875 67 50 56 0 44
PP4_RS24880 566 603 552 0 264
PP4_RS24885 71 76 80 0 202
PP4_RS24890 318 294 334 0 70
PP4_RS24895 2349 2484 2441 0 426
PP4_RS24900 55 61 58 0 15
PP4_RS24905 263 238 237 0 417
PP4_RS24910 0 0 0 0 0
PP4_RS24915 127 124 118 0 61
PP4_RS24920 1550 1639 1623 0 2091
PP4_RS24925 2346 2328 2315 0 1904
PP4_RS24930 595 667 650 0 154
PP4_RS24935 3201 3189 3123 0 1757
PP4_RS24940 62 87 91 0 76
PP4_RS24945 890 837 870 0 2731
PP4_RS24950 64 77 66 0 128
PP4_RS24955 37 24 25 0 10
PP4_RS24960 668 661 668 0 1103
PP4_RS24965 116 97 117 0 500
PP4_RS24970 0 0 0 0 0
PP4_RS24975 15 11 8 0 10
PP4_RS24980 1640 1658 1710 0 2646
PP4_RS24985 506 416 431 0 1144
PP4_RS24990 1406 1349 1374 0 2349
PP4_RS24995 1468 1522 1530 0 5153
PP4_RS25000 1153 1191 1114 0 4863
PP4_RS25005 1276 1270 1288 0 861
PP4_RS25010 381 295 327 0 1084
PP4_RS25015 95 118 94 0 92
PP4_RS25020 124 116 116 0 173
PP4_RS25025 142 152 158 0 164
PP4_RS25030 14 9 5 0 0
PP4_RS25035 63 76 60 0 77
PP4_RS25040 55 44 39 0 13
PP4_RS25045 305 282 284 0 538
PP4_RS25050 198 186 174 0 600
PP4_RS25055 67 54 52 0 77
PP4_RS25060 126 116 111 0 258
PP4_RS25065 168 122 148 0 281
PP4_RS25070 74 66 63 0 213
PP4_RS25075 110 108 114 0 253
PP4_RS25080 168 201 185 0 243
PP4_RS25085 95 62 90 0 143
PP4_RS25090 162 168 171 0 788
PP4_RS25095 301 273 270 0 478
PP4_RS25100 8 11 4 0 5
PP4_RS25105 11 16 15 0 0
PP4_RS25110 254 261 229 0 283
PP4_RS25115 30 35 41 0 147
PP4_RS25120 25 32 33 0 22
PP4_RS25125 101 93 94 0 93
PP4_RS25130 148 173 134 0 116
PP4_RS25135 163 183 185 0 447
PP4_RS25140 17 17 18 0 9
PP4_RS25145 98 82 75 0 211
PP4_RS25150 449 456 450 0 653
PP4_RS25155 38 28 27 0 92
PP4_RS25165 6 7 7 0 13
PP4_RS25170 13 9 9 0 3
PP4_RS25175 187 195 203 0 430
PP4_RS25180 82 71 83 0 100
PP4_RS25185 55 60 46 0 48
PP4_RS25190 297 269 327 0 647
PP4_RS25195 253 261 269 0 183
PP4_RS25200 12 6 10 0 17
PP4_RS25205 71 53 72 0 64
PP4_RS25210 93 83 92 0 86
PP4_RS25215 113 124 130 0 64
PP4_RS25220 93 95 99 0 102
PP4_RS25225 19 20 16 0 8
PP4_RS25230 81 77 90 0 50
PP4_RS25235 53 38 40 0 0
PP4_RS25240 655 714 714 0 865
PP4_RS25245 74 75 88 0 154
PP4_RS25250 102 119 132 0 53
PP4_RS25255 286 253 256 0 321
PP4_RS25260 0 0 0 0 0
PP4_RS25270 17 26 12 0 54
PP4_RS25275 176 193 189 0 417
PP4_RS25280 87 74 71 0 85
PP4_RS25285 48 56 46 0 146
PP4_RS25290 83 58 64 0 205
PP4_RS25295 32 38 45 0 57
PP4_RS25300 50 71 50 0 138
PP4_RS25305 23 21 21 0 2
PP4_RS25310 0 0 0 0 0
PP4_RS25315 24 15 18 0 36
PP4_RS25320 56 71 49 0 48
PP4_RS25325 256 274 281 0 172
PP4_RS25330 1003 895 913 0 3224
PP4_RS25335 174 202 176 0 478
PP4_RS25340 124 93 90 0 85
PP4_RS25345 381 327 329 0 311
PP4_RS25350 116 137 132 0 376
PP4_RS25355 362 360 321 0 651
PP4_RS25360 226 270 244 0 726
PP4_RS25365 1269 1349 1316 0 2697
PP4_RS25370 7 11 7 0 14
PP4_RS25375 32 30 31 0 5
PP4_RS25380 15 22 23 0 42
PP4_RS25385 60 60 57 0 114
PP4_RS25390 80 85 71 0 109
PP4_RS25395 145 159 140 0 239
PP4_RS25400 47 65 51 0 73
PP4_RS25405 377 404 375 0 649
PP4_RS25410 3182 3274 3172 0 3654
PP4_RS25415 451 469 461 0 454
PP4_RS25420 23 30 31 0 63
PP4_RS25425 0 0 0 0 0
PP4_RS25430 0 1 3 0 22
PP4_RS25435 299 322 317 0 1387
PP4_RS25440 1144 1146 1181 0 304
PP4_RS25445 114 100 117 0 177
PP4_RS25450 131 144 133 0 235
PP4_RS25455 0 1 0 0 0
PP4_RS25460 247 231 235 0 290
PP4_RS25465 24 15 16 0 27
PP4_RS25470 17 23 29 0 53
PP4_RS25475 15 17 11 0 20
PP4_RS25480 174 186 199 0 310
PP4_RS25485 115 110 111 0 250
PP4_RS25490 11 6 16 0 24
PP4_RS25495 21 30 17 0 4
PP4_RS25500 201 205 216 0 239
PP4_RS25505 176 157 158 0 310
PP4_RS25510 40 51 40 0 101
PP4_RS25515 193 206 209 0 385
PP4_RS25520 34 33 36 0 145
PP4_RS25525 30 33 25 0 159
PP4_RS25530 66 79 79 0 439
PP4_RS25535 117 118 116 0 613
PP4_RS25540 137 153 158 0 2114
PP4_RS25545 456 453 478 0 4592
PP4_RS25550 39 29 41 0 33
PP4_RS25555 181 166 202 0 560
PP4_RS25560 30 17 26 0 24
PP4_RS25565 32 29 47 0 4
PP4_RS25570 16 16 18 0 5
PP4_RS25575 1713 1730 1659 0 2285
PP4_RS25580 109 100 82 0 677
PP4_RS25585 59 71 63 0 151
PP4_RS25590 64 78 72 0 146
PP4_RS25595 375 384 394 0 570
PP4_RS25600 37 24 20 0 85
PP4_RS25605 178 169 138 0 320
PP4_RS25610 238 246 266 0 374
PP4_RS25615 80 84 83 0 68
PP4_RS25620 109 109 117 0 448
PP4_RS25625 27 31 21 0 69
PP4_RS25630 26 22 22 0 216
PP4_RS25635 16 20 25 0 100
PP4_RS25640 82 77 57 0 37
PP4_RS25645 2 3 5 0 0
PP4_RS25650 46 51 47 0 49
PP4_RS25655 19 17 22 0 8
PP4_RS25660 394 353 390 0 143
PP4_RS25665 155 181 196 0 1322
PP4_RS25670 473 468 414 0 2057
PP4_RS25675 52 47 56 0 70
PP4_RS25680 294 280 290 0 478
PP4_RS25685 39 41 34 0 0
PP4_RS25690 177 184 160 0 14
PP4_RS25695 187 217 206 0 23
PP4_RS25700 1018 1054 1019 0 293
PP4_RS25705 1548 1603 1618 0 271
PP4_RS25710 28 28 19 0 16
